split,group_id,formula,group_size_available,selection_rank,SMILES,connectivity,heavy_atoms,elements,selection_status
training,C18H15F3N4OS|charge=0,C18H15F3N4OS,3,1,Nc1nc2c(Oc3cc(C4=CCC(C(F)(F)F)CC4)ncn3)cccc2s1,Nc1nc2c(Oc3cc(C4=CCC(C(F)(F)F)CC4)ncn3)cccc2s1,27,C;F;H;N;O;S,selected_before_xtb
training,C18H15F3N4OS|charge=0,C18H15F3N4OS,3,2,OC(c1ncc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)s1)C1CC1,OC(c1ncc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)s1)C1CC1,27,C;F;H;N;O;S,selected_before_xtb
training,C18H15F3N4OS|charge=0,C18H15F3N4OS,3,3,CO/C=C/c1ncc(-c2cc(C)cc(Nc3nccc(C(F)(F)F)n3)c2)s1,COC=Cc1ncc(-c2cc(C)cc(Nc3nccc(C(F)(F)F)n3)c2)s1,27,C;F;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,1,Cc1ccc(S(=O)(=O)n2ccc3c(CO)c(Cl)cc(C)c32)cc1,Cc1ccc(S(=O)(=O)n2ccc3c(CO)c(Cl)cc(C)c32)cc1,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,2,COc1cc(CCl)ccc1OCc1nc(-c2cccs2)oc1C,COc1cc(CCl)ccc1OCc1nc(-c2cccs2)oc1C,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,3,COC(=O)c1ccc(Cl)cc1NC(=O)CSCc1ccccc1,COC(=O)c1ccc(Cl)cc1NC(=O)CSCc1ccccc1,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,4,O=S(=O)(c1cccc(Cl)c1)c1ccc2c(c1)C1CCNCC1O2,O=S(=O)(c1cccc(Cl)c1)c1ccc2c(c1)C1CCNCC1O2,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,5,O=S(=O)(CCNCc1ccco1)c1ccc2ccccc2c1Cl,O=S(=O)(CCNCc1ccco1)c1ccc2ccccc2c1Cl,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,6,Cc1c(Sc2ccc(Cl)cc2)c2c(n1CC(=O)O)CCCC2=O,Cc1c(Sc2ccc(Cl)cc2)c2c(n1CC(=O)O)CCCC2=O,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,7,CN(C)C(=O)SC(C(=O)O)c1ccc(-c2ccccc2Cl)cc1,CN(C)C(=O)SC(C(=O)O)c1ccc(-c2ccccc2Cl)cc1,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,8,O=Cc1ccc2c(c1)CC(CNS(=O)(=O)c1ccc(Cl)cc1)C2,O=Cc1ccc2c(c1)CC(CNS(=O)(=O)c1ccc(Cl)cc1)C2,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,9,CCOC(=O)Cc1cc2c(n1C)C(=O)c1ccc(Cl)cc1SC2,CCOC(=O)Cc1cc2c(n1C)C(=O)c1ccc(Cl)cc1SC2,23,C;Cl;H;N;O;S,selected_before_xtb
training,C17H16ClNO3S|charge=0,C17H16ClNO3S,14,10,O=C(Cl)C=Cc1cccc(S(=O)(=O)NCCc2ccccc2)c1,O=C(Cl)C=Cc1cccc(S(=O)(=O)NCCc2ccccc2)c1,23,C;Cl;H;N;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,1,COC(=O)c1c(SC)cc(-c2ccccc2)oc1=O,COC(=O)c1c(SC)cc(-c2ccccc2)oc1=O,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,2,Cc1ccc(S(=O)(=O)Oc2ccc(C=O)cc2)cc1,Cc1ccc(S(=O)(=O)Oc2ccc(C=O)cc2)cc1,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,3,O=C(CS(=O)c1ccc(O)cc1)c1ccccc1O,O=C(CS(=O)c1ccc(O)cc1)c1ccccc1O,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,4,CC(O)c1cccc2c1S(=O)(=O)c1ccccc1O2,CC(O)c1cccc2c1S(=O)(=O)c1ccccc1O2,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,5,Cc1cccc2c1C(=O)C=C(SC(C)C(=O)O)C2=O,Cc1cccc2c1C(=O)C=C(SC(C)C(=O)O)C2=O,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,6,COc1ccc(C(=O)c2ccc(C)s2)c(C(=O)O)c1,COc1ccc(C(=O)c2ccc(C)s2)c(C(=O)O)c1,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,7,O=C(OCC1COc2cscc2O1)c1ccccc1,O=C(OCC1COc2cscc2O1)c1ccccc1,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,8,O=C(O)C(SCc1ccc2ccccc2c1)C(=O)O,O=C(O)C(SCc1ccc2ccccc2c1)C(=O)O,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,9,CS(=O)(=O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,CS(=O)(=O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,19,C;H;O;S,selected_before_xtb
training,C14H12O4S|charge=0,C14H12O4S,26,10,COC=C(C(=O)OC)c1csc2ccc(C=O)cc12,COC=C(C(=O)OC)c1csc2ccc(C=O)cc12,19,C;H;O;S,selected_before_xtb
training,C21H20ClN3O3S2|charge=0,C21H20ClN3O3S2,3,1,Cc1noc(NS(=O)(=O)c2c(Cc3ccc(N(C)C)cc3)sc3ccccc23)c1Cl,Cc1noc(NS(=O)(=O)c2c(Cc3ccc(N(C)C)cc3)sc3ccccc23)c1Cl,30,C;Cl;H;N;O;S,selected_before_xtb
training,C21H20ClN3O3S2|charge=0,C21H20ClN3O3S2,3,2,NS(=O)(=O)c1ccc(-c2sc(N3C4CCC3COC4)nc2-c2ccc(Cl)cc2)cc1,NS(=O)(=O)c1ccc(-c2sc(N3C4CCC3COC4)nc2-c2ccc(Cl)cc2)cc1,30,C;Cl;H;N;O;S,selected_before_xtb
training,C21H20ClN3O3S2|charge=0,C21H20ClN3O3S2,3,3,CCCn1cnc(CSc2ccc(Cl)cc2NS(=O)(=O)c2cc3ccccc3o2)c1,CCCn1cnc(CSc2ccc(Cl)cc2NS(=O)(=O)c2cc3ccccc3o2)c1,30,C;Cl;H;N;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,1,COC(=O)c1ccc(OC)c2c1OCC1(CO2)CSC1,COC(=O)c1ccc(OC)c2c1OCC1(CO2)CSC1,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,2,COCOc1cc(OCOC)c2c(=S)cc(C)oc2c1,COCOc1cc(OCOC)c2c(=S)cc(C)oc2c1,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,3,C=CCOC(=O)CC(C(C)=O)S(=O)(=O)c1ccccc1,C=CCOC(=O)CC(C(C)=O)S(=O)(=O)c1ccccc1,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,4,Cc1cc(C(=O)O)c(C)c2c1S(=O)(=O)CC(C)(C)C2=O,Cc1cc(C(=O)O)c(C)c2c1S(=O)(=O)CC(C)(C)C2=O,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,5,CS(=O)(=O)OC1CCC2(CC1)OC(=O)c1ccccc12,CS(=O)(=O)OC1CCC2(CC1)OC(=O)c1ccccc12,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,6,COC(=O)C(C(=O)OC)C1CCc2cc(S)ccc2O1,COC(=O)C(C(=O)OC)C1CCc2cc(S)ccc2O1,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,7,CC1Cc2cc(S(=O)(=O)CC3CC3)cc(C(=O)O)c2O1,CC1Cc2cc(S(=O)(=O)CC3CC3)cc(C(=O)O)c2O1,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,8,CCCCOC(=O)c1sc2cc(O)c(OC)cc2c1O,CCCCOC(=O)c1sc2cc(O)c(OC)cc2c1O,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,9,COC(=O)C1Cc2cc(OC)cc(OC)c2C(=O)CS1,COC(=O)C1Cc2cc(OC)cc(OC)c2C(=O)CS1,20,C;H;O;S,selected_before_xtb
training,C14H16O5S|charge=0,C14H16O5S,20,10,CCOC(=O)C1=Cc2cc(S(C)(=O)=O)ccc2OCC1,CCOC(=O)C1=Cc2cc(S(C)(=O)=O)ccc2OCC1,20,C;H;O;S,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,1,COc1cccc(F)c1Cc1cc2cc(Cl)ccc2nc1N,COc1cccc(F)c1Cc1cc2cc(Cl)ccc2nc1N,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,2,CC(C)c1nn2c(Cl)ccc2c(-c2ccc(F)cc2)c1C=O,CC(C)c1nn2c(Cl)ccc2c(-c2ccc(F)cc2)c1C=O,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,3,O=C(NCCC#Cc1cccc(CF)n1)c1ccccc1Cl,O=C(NCCC#Cc1cccc(CF)n1)c1ccccc1Cl,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,4,C=CCc1cc(C#N)cc(Oc2c(Cl)ccc(CN)c2F)c1,C=CCc1cc(C#N)cc(Oc2c(Cl)ccc(CN)c2F)c1,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,5,CC(c1ccc(-c2ccccc2)c(F)c1)c1nc(CCl)no1,CC(c1ccc(-c2ccccc2)c(F)c1)c1nc(CCl)no1,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,6,CCN1C(=O)C(F)N=C(c2ccccc2)c2cc(Cl)ccc21,CCN1C(=O)C(F)N=C(c2ccccc2)c2cc(Cl)ccc21,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,7,CC(C)Oc1ccc(-c2cc3ncccc3c(Cl)n2)cc1F,CC(C)Oc1ccc(-c2cc3ncccc3c(Cl)n2)cc1F,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,8,OCCC=Cc1ccc(Cl)nc1-c1cc2c(F)cccc2[nH]1,OCCC=Cc1ccc(Cl)nc1-c1cc2c(F)cccc2[nH]1,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,9,COc1ccc(F)cc1-c1nc2c(Cl)cccc2cc1CN,COc1ccc(F)cc1-c1nc2c(Cl)cccc2cc1CN,22,C;Cl;F;H;N;O,selected_before_xtb
training,C17H14ClFN2O|charge=0,C17H14ClFN2O,12,10,N#Cc1cc(Oc2c(Cl)ccc(CN)c2F)cc(C2CC2)c1,N#Cc1cc(Oc2c(Cl)ccc(CN)c2F)cc(C2CC2)c1,22,C;Cl;F;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,1,O=Cc1ccc2nc(Cl)nc(N3CCOCC3)c2n1,O=Cc1ccc2nc(Cl)nc(N3CCOCC3)c2n1,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,2,NC(=O)Nc1[nH]c(-c2cccc(Cl)c2)cc1C(N)=O,NC(=O)Nc1[nH]c(-c2cccc(Cl)c2)cc1C(N)=O,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,3,CC(Nc1nc(Cl)ccc1[N+](=O)[O-])c1ccccn1,CC(Nc1nc(Cl)ccc1[N+](=O)[O-])c1ccccn1,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,4,Cc1cc(O)nc(-c2ccc(NC(=O)CCl)cn2)n1,Cc1cc(O)nc(-c2ccc(NC(=O)CCl)cn2)n1,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,5,COCc1nc2n(n1)CC(=O)Nc1ccc(Cl)cc1-2,COCc1nc2n(n1)CC(=O)Nc1ccc(Cl)cc1-2,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,6,COc1ccccc1NC(=O)c1c(N)ncnc1Cl,COc1ccccc1NC(=O)c1c(N)ncnc1Cl,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,7,CCOC(=O)c1nc(Cl)ccc1Nc1cncnc1,CCOC(=O)c1nc(Cl)ccc1Nc1cncnc1,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,8,CC(=O)Nc1nc2ccc(Cl)cc2nc1NC(C)=O,CC(=O)Nc1nc2ccc(Cl)cc2nc1NC(C)=O,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,9,COC(=O)Cc1cccc(Nc2ncnc(Cl)n2)c1,COC(=O)Cc1cccc(Nc2ncnc(Cl)n2)c1,19,C;Cl;H;N;O,selected_before_xtb
training,C12H11ClN4O2|charge=0,C12H11ClN4O2,15,10,C=CC(C)Nc1nc(Cl)nc2ccc([N+](=O)[O-])cc12,C=CC(C)Nc1nc(Cl)nc2ccc([N+](=O)[O-])cc12,19,C;Cl;H;N;O,selected_before_xtb
training,C16H19ClIN3O|charge=0,C16H19ClIN3O,3,1,CCN(CC)CCNC(=O)c1cc(I)cc2c(Cl)ccnc12,CCN(CC)CCNC(=O)c1cc(I)cc2c(Cl)ccnc12,22,C;Cl;H;I;N;O,selected_before_xtb
training,C16H19ClIN3O|charge=0,C16H19ClIN3O,3,2,CCN(CC)CCNC(=O)c1cnc2ccc(I)cc2c1Cl,CCN(CC)CCNC(=O)c1cnc2ccc(I)cc2c1Cl,22,C;Cl;H;I;N;O,selected_before_xtb
training,C16H19ClIN3O|charge=0,C16H19ClIN3O,3,3,CCN(CC)CCNC(=O)c1cc(Cl)c2cc(I)ccc2n1,CCN(CC)CCNC(=O)c1cc(Cl)c2cc(I)ccc2n1,22,C;Cl;H;I;N;O,selected_before_xtb
training,C12H9F3N4|charge=0,C12H9F3N4,3,1,N#Cc1ccn(CC(C#N)(C#N)CCC(F)(F)F)c1,N#Cc1ccn(CC(C#N)(C#N)CCC(F)(F)F)c1,19,C;F;H;N,selected_before_xtb
training,C12H9F3N4|charge=0,C12H9F3N4,3,2,C=Cc1ncnc(Nc2ccc(C(F)(F)F)cc2)n1,C=Cc1ncnc(Nc2ccc(C(F)(F)F)cc2)n1,19,C;F;H;N,selected_before_xtb
training,C12H9F3N4|charge=0,C12H9F3N4,3,3,FC(F)(F)c1cccc(N/N=C/c2cncnc2)c1,FC(F)(F)c1cccc(NN=Cc2cncnc2)c1,19,C;F;H;N,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,1,CC(=O)c1csc(-c2ccc(Cl)c(Cl)c2)c1O,CC(=O)c1csc(-c2ccc(Cl)c(Cl)c2)c1O,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,2,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,3,O=S(=O)(c1cccc(Cl)c1)c1cccc(Cl)c1,O=S(=O)(c1cccc(Cl)c1)c1cccc(Cl)c1,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,4,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,5,O=S(=O)(c1ccccc1)c1cc(Cl)ccc1Cl,O=S(=O)(c1ccccc1)c1cc(Cl)ccc1Cl,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,6,O=C(O)c1sc(Cl)cc1Cc1cccc(Cl)c1,O=C(O)c1sc(Cl)cc1Cc1cccc(Cl)c1,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,7,O=S(=O)(Cl)c1cccc(-c2ccc(Cl)cc2)c1,O=S(=O)(Cl)c1cccc(-c2ccc(Cl)cc2)c1,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,8,O=C(c1cccs1)C(O)c1ccc(Cl)c(Cl)c1,O=C(c1cccs1)C(O)c1ccc(Cl)c(Cl)c1,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,9,O=S(=O)(Cl)c1ccc(-c2ccc(Cl)cc2)cc1,O=S(=O)(Cl)c1ccc(-c2ccc(Cl)cc2)cc1,17,C;Cl;H;O;S,selected_before_xtb
training,C12H8Cl2O2S|charge=0,C12H8Cl2O2S,10,10,CC(=O)c1csc(-c2ccc(Cl)cc2Cl)c1O,CC(=O)c1csc(-c2ccc(Cl)cc2Cl)c1O,17,C;Cl;H;O;S,selected_before_xtb
training,C22H23NO4S2|charge=0,C22H23NO4S2,6,1,Cc1ccc(S(=O)(=O)OCCC2(C)OCCc3nc(-c4ccccc4)sc32)cc1,Cc1ccc(S(=O)(=O)OCCC2(C)OCCc3nc(-c4ccccc4)sc32)cc1,29,C;H;N;O;S,selected_before_xtb
training,C22H23NO4S2|charge=0,C22H23NO4S2,6,2,O=C(O[C@@H]1CCN(CCOc2ccccc2)C1)C(O)(c1cccs1)c1cccs1,O=C(OC1CCN(CCOc2ccccc2)C1)C(O)(c1cccs1)c1cccs1,29,C;H;N;O;S,selected_before_xtb
training,C22H23NO4S2|charge=0,C22H23NO4S2,6,3,CC(CO)(COS(C)(=O)=O)NCc1cc2c3ccccc3sc2c2ccccc12,CC(CO)(COS(C)(=O)=O)NCc1cc2c3ccccc3sc2c2ccccc12,29,C;H;N;O;S,selected_before_xtb
training,C22H23NO4S2|charge=0,C22H23NO4S2,6,4,CCC(=O)c1sc(-c2ccc(OC)c(-c3ccc(S(N)(=O)=O)cc3)c2)c(C)c1C,CCC(=O)c1sc(-c2ccc(OC)c(-c3ccc(S(N)(=O)=O)cc3)c2)c(C)c1C,29,C;H;N;O;S,selected_before_xtb
training,C22H23NO4S2|charge=0,C22H23NO4S2,6,5,CCOC(=O)c1ccc(-c2ccc(-c3sccc3NS(=O)(=O)C(C)C)cc2)cc1,CCOC(=O)c1ccc(-c2ccc(-c3sccc3NS(=O)(=O)C(C)C)cc2)cc1,29,C;H;N;O;S,selected_before_xtb
training,C22H23NO4S2|charge=0,C22H23NO4S2,6,6,CCOC(=O)c1ccc(-c2ccccc2)cc1-c1sccc1NS(=O)(=O)C(C)C,CCOC(=O)c1ccc(-c2ccccc2)cc1-c1sccc1NS(=O)(=O)C(C)C,29,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,1,COc1cnc(SC)nc1-c1ccc(CCC(C)(C)O)s1,COc1cnc(SC)nc1-c1ccc(CCC(C)(C)O)s1,21,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,2,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccsc2)nc1,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccsc2)nc1,21,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,3,CNS(=O)(=O)N(C)CCCc1ccc(-c2ccsc2)cc1,CNS(=O)(=O)N(C)CCCc1ccc(-c2ccsc2)cc1,21,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,4,O=S(=O)(c1ccc(N2CCCCC2)cc1)N1CCCC1=S,O=S(=O)(c1ccc(N2CCCCC2)cc1)N1CCCC1=S,21,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,5,CC(C)(Sc1cccs1)C(=O)Nc1cc(C(C)(C)C)on1,CC(C)(Sc1cccs1)C(=O)Nc1cc(C(C)(C)C)on1,21,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,6,C=CCOC(=O)N1CC=C(c2csc(S)n2)C[C@H]1C(C)C,C=CCOC(=O)N1CC=C(c2csc(S)n2)CC1C(C)C,21,C;H;N;O;S,selected_before_xtb
training,C15H20N2O2S2|charge=0,C15H20N2O2S2,7,7,CC(C)CN(C(=O)OC(C)C)c1ccc2nc(S)sc2c1,CC(C)CN(C(=O)OC(C)C)c1ccc2nc(S)sc2c1,21,C;H;N;O;S,selected_before_xtb
training,C10H7BrF2N2O|charge=0,C10H7BrF2N2O,3,1,Cc1cc(Br)c2nc(OC(F)F)cnc2c1,Cc1cc(Br)c2nc(OC(F)F)cnc2c1,16,Br;C;F;H;N;O,selected_before_xtb
training,C10H7BrF2N2O|charge=0,C10H7BrF2N2O,3,2,Cc1cc(Br)c2ncc(OC(F)F)nc2c1,Cc1cc(Br)c2ncc(OC(F)F)nc2c1,16,Br;C;F;H;N;O,selected_before_xtb
training,C10H7BrF2N2O|charge=0,C10H7BrF2N2O,3,3,N#CC(=NOC(F)F)c1ccccc1CBr,N#CC(=NOC(F)F)c1ccccc1CBr,16,Br;C;F;H;N;O,selected_before_xtb
training,C10H10ClFN2O2|charge=0,C10H10ClFN2O2,5,1,CN(c1cc(Cl)c(F)cc1[N+](=O)[O-])C1CC1,CN(c1cc(Cl)c(F)cc1[N+](=O)[O-])C1CC1,16,C;Cl;F;H;N;O,selected_before_xtb
training,C10H10ClFN2O2|charge=0,C10H10ClFN2O2,5,2,Nc1c(F)c(C2CCCO2)nc(C=O)c1Cl,Nc1c(F)c(C2CCCO2)nc(C=O)c1Cl,16,C;Cl;F;H;N;O,selected_before_xtb
training,C10H10ClFN2O2|charge=0,C10H10ClFN2O2,5,3,Nc1c(F)c(CC2CC2)nc(C(=O)O)c1Cl,Nc1c(F)c(CC2CC2)nc(C(=O)O)c1Cl,16,C;Cl;F;H;N;O,selected_before_xtb
training,C10H10ClFN2O2|charge=0,C10H10ClFN2O2,5,4,C/C=C\c1c(C(=O)OC)nc(Cl)c(F)c1N,CC=Cc1c(C(=O)OC)nc(Cl)c(F)c1N,16,C;Cl;F;H;N;O,selected_before_xtb
training,C10H10ClFN2O2|charge=0,C10H10ClFN2O2,5,5,Nc1c(F)c(C2CCC2)nc(C(=O)O)c1Cl,Nc1c(F)c(C2CCC2)nc(C(=O)O)c1Cl,16,C;Cl;F;H;N;O,selected_before_xtb
training,C13H8O5|charge=0,C13H8O5,6,1,O=c1c2ccc(O)cc2oc2cc(O)cc(O)c12,O=c1c2ccc(O)cc2oc2cc(O)cc(O)c12,18,C;H;O,selected_before_xtb
training,C13H8O5|charge=0,C13H8O5,6,2,O=C1OC(O)c2c1ccc1c(C(=O)O)cccc21,O=C1OC(O)c2c1ccc1c(C(=O)O)cccc21,18,C;H;O,selected_before_xtb
training,C13H8O5|charge=0,C13H8O5,6,3,O=c1c2c(O)cccc2oc2cc(O)cc(O)c12,O=c1c2c(O)cccc2oc2cc(O)cc(O)c12,18,C;H;O,selected_before_xtb
training,C13H8O5|charge=0,C13H8O5,6,4,O=c1c2ccc(O)cc2oc2c(O)ccc(O)c12,O=c1c2ccc(O)cc2oc2c(O)ccc(O)c12,18,C;H;O,selected_before_xtb
training,C13H8O5|charge=0,C13H8O5,6,5,O=C1C2=Cc3cc(O)c(O)cc3C2=CC(O)=C1O,O=C1C2=Cc3cc(O)c(O)cc3C2=CC(O)=C1O,18,C;H;O,selected_before_xtb
training,C13H8O5|charge=0,C13H8O5,6,6,O=c1c2cccc(O)c2oc2cc(O)cc(O)c12,O=c1c2cccc(O)c2oc2cc(O)cc(O)c12,18,C;H;O,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,1,N#Cc1ccc(N2CCN(Cc3cn4cc(Cl)ccc4n3)CC2)c(F)c1,N#Cc1ccc(N2CCN(Cc3cn4cc(Cl)ccc4n3)CC2)c(F)c1,26,C;Cl;F;H;N,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,26,C;Cl;F;H;N,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,3,Cn1nc(NCc2cccc(Cl)c2)cc1Cc1c[nH]c2ncc(F)cc12,Cn1nc(NCc2cccc(Cl)c2)cc1Cc1c[nH]c2ncc(F)cc12,26,C;Cl;F;H;N,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,4,N#Cc1cc(F)ccc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,N#Cc1cc(F)ccc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,26,C;Cl;F;H;N,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,5,Fc1cccnc1C1(CNc2ccc(-c3cccnc3Cl)nn2)CCC1,Fc1cccnc1C1(CNc2ccc(-c3cccnc3Cl)nn2)CCC1,26,C;Cl;F;H;N,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,6,CC(N)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CC(N)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,26,C;Cl;F;H;N,selected_before_xtb
training,C19H17ClFN5|charge=0,C19H17ClFN5,7,7,CN(C)Cc1nnc2n1-c1ccc(F)cc1C(c1ccccc1Cl)=NC2,CN(C)Cc1nnc2n1-c1ccc(F)cc1C(c1ccccc1Cl)=NC2,26,C;Cl;F;H;N,selected_before_xtb
training,C16H11F3O4|charge=0,C16H11F3O4,5,1,O=Cc1cc(C(F)(F)F)ccc1Oc1cccc(CC(=O)O)c1,O=Cc1cc(C(F)(F)F)ccc1Oc1cccc(CC(=O)O)c1,23,C;F;H;O,selected_before_xtb
